date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:05:09	520264/520264	---M-Z	200	added ('OK')	application/x-javascript	etag:%2225076-5c901cde23ddb%22	https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/60da6.js	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/cache/minify/60da6.js	(from https://themes.muffingroup.com/be/steak2/)
00:05:09	1054/1054	---MC-	200	added ('OK')	application/rss+xml	etag:%22e1edadbc1904a8516f57fc8c323c5717%22	https://themes.muffingroup.com/be/steak2/home/feed/	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/home/feed/index.html	(from https://themes.muffingroup.com/be/steak2/)
00:05:10	1528/1528	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Aug%202021%2007:05:09%20GMT	https://themes.muffingroup.com/be/steak2/wp-json/wp/v2/pages/2	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-json/wp/v2/pages/2.json	(from https://themes.muffingroup.com/be/steak2/)
00:05:11	906/906	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Aug%202021%2007:05:11%20GMT	https://themes.muffingroup.com/be/steak2/xmlrpc.php?rsd	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/xmlrpc0db0.php	(from https://themes.muffingroup.com/be/steak2/)
00:05:11	134669/134669	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Aug%202021%2007:05:10%20GMT	https://themes.muffingroup.com/be/steak2/wp-json/	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-json/index.html	(from https://themes.muffingroup.com/be/steak2/)
00:05:11	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%22415-59416863a4db0%22	https://themes.muffingroup.com/be/steak2/wp-includes/wlwmanifest.xml	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-includes/wlwmanifest.xml	(from https://themes.muffingroup.com/be/steak2/)
00:05:12	2295/2295	---MCZ	200	added ('OK')	application/json	date:Mon,%2009%20Aug%202021%2007:05:12%20GMT	https://themes.muffingroup.com/be/steak2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.muffingroup.com%2Fbe%2Fsteak2%2F	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-json/oembed/1.0/embed7dd6.json	(from https://themes.muffingroup.com/be/steak2/)
00:05:13	2716/2716	---MCZ	200	added ('OK')	text/xml	date:Mon,%2009%20Aug%202021%2007:05:13%20GMT	https://themes.muffingroup.com/be/steak2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.muffingroup.com%2Fbe%2Fsteak2%2F&format=xml	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-json/oembed/1.0/embed1361	(from https://themes.muffingroup.com/be/steak2/)
00:05:13	5379/5379	---M--	200	added ('OK')	image/png	etag:%221503-594db324e1a37%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Aug%202021%2007:05:14%20GMT	http://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-bg.jpg	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-bg.d.delayed	(from https://themes.muffingroup.com/be/steak2/)
00:05:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Aug%202021%2007:05:14%20GMT	http://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic2.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic2.f.delayed	(from https://themes.muffingroup.com/be/steak2/)
00:05:15	99837/99837	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2010:54:05%20GMT	https://themes.muffingroup.com/be/steak2/about-us/	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/about-us/index.html	(from https://themes.muffingroup.com/be/steak2/)
00:05:16	104777/104777	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2010:54:18%20GMT	https://themes.muffingroup.com/be/steak2/our-menu/	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/our-menu/index.html	(from https://themes.muffingroup.com/be/steak2/)
00:05:16	1774/1774	---M--	200	added ('OK')	image/png	etag:%226ee-594dc34bea7c4%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic2.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic2.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Aug%202021%2007:05:17%20GMT	http://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic1.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic1.11.delayed	(from https://themes.muffingroup.com/be/steak2/)
00:05:18	95484/95484	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2014:37:17%20GMT	https://themes.muffingroup.com/be/steak2/contact/	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/contact/index.html	(from https://themes.muffingroup.com/be/steak2/)
00:05:18	377781/377781	---M--	200	added ('OK')	image/jpeg	etag:%225c3b5-594dc3497b739%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-bg.jpg	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-bg.jpg	(from https://themes.muffingroup.com/be/steak2/)
00:05:18	118692/118692	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2010:54:20%20GMT	https://themes.muffingroup.com/be/steak2/gallery/	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/gallery/index.html	(from https://themes.muffingroup.com/be/steak2/)
00:05:19	1489/1489	---M--	200	added ('OK')	image/png	etag:%225d1-594dc34b60cb0%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic1.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic1.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Aug%202021%2007:05:18%20GMT	http://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic3.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic3.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:19	2743/2743	---M--	200	added ('OK')	image/png	etag:%22ab7-594dcb25e3245%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic3.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-slider-pic3.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:19	2743/2743	---M--	200	added ('OK')	image/png	etag:%22ab7-594dcd308432e%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-sep1.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-sep1.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:20	61448/61448	---M--	200	added ('OK')	image/png	etag:%22f008-594ddfa9cb933%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-about-pic1.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-about-pic1.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:20	4158/4158	---M--	200	added ('OK')	image/png	etag:%22103e-594de729fda33%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-icon1.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-icon1.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:20	3659/3659	---M--	200	added ('OK')	image/png	etag:%22e4b-594de72a6a08a%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-icon2.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-icon2.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:21	3992/3992	---M--	200	added ('OK')	image/png	etag:%22f98-594de72ad47a2%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-icon3.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-icon3.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:21	5567/5567	---M--	200	added ('OK')	image/png	etag:%2215bf-594de72b313fa%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-icon4.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-icon4.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:22	70053/70053	---M--	200	added ('OK')	image/png	etag:%22111a5-594f15ef2ddd0%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-sectionbg3.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-sectionbg3.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:24	101078/101078	---M--	200	added ('OK')	image/jpeg	etag:%2218ad6-594df2b43e515%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-menu-pic1.jpg	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-menu-pic1.jpg	(from https://themes.muffingroup.com/be/steak2/)
00:05:25	107320/107320	---M--	200	added ('OK')	image/jpeg	etag:%221a338-594df2b4faca6%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-menu-pic2.jpg	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-menu-pic2.jpg	(from https://themes.muffingroup.com/be/steak2/)
00:05:26	112653/112653	---M--	200	added ('OK')	image/jpeg	etag:%221b80d-594df2b5e5293%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-menu-pic3.jpg	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-menu-pic3.jpg	(from https://themes.muffingroup.com/be/steak2/)
00:05:26	49492/49492	---M--	200	added ('OK')	image/png	etag:%22c154-594f120492525%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-sectionbg2.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-sectionbg2.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:27	4799/4799	---M--	200	added ('OK')	image/jpeg	etag:%2212bf-594de9f6e24df%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-testimonials-pic1.jpg	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-testimonials-pic1.jpg	(from https://themes.muffingroup.com/be/steak2/)
00:05:28	6323/6323	---M--	200	added ('OK')	image/png	etag:%2218b3-594f06d573f43%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-logo.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-logo.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:29	22878/22878	---M-Z	200	added ('OK')	application/x-javascript	etag:%221fd8-5c901cdf4eb03%22	https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/601a3.js	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/cache/minify/601a3.js	(from https://themes.muffingroup.com/be/steak2/)
00:05:30	45693/45693	---M-Z	200	added ('OK')	application/x-javascript	etag:%223656-5c901cdf5e501%22	https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/bfda3.js	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/cache/minify/bfda3.js	(from https://themes.muffingroup.com/be/steak2/)
00:05:30	304451/304451	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213512-5c8d0ff9548b9%22	https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/4137d.js	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/cache/minify/4137d.js	(from https://themes.muffingroup.com/be/steak2/)
00:05:31	12136/12136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222f68-594db13fdd384%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:32	7536/7536	---MCZ	200	added ('OK')	application/font-woff	etag:W/%221d70-594db13fde324%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:33	1195077/1195077	---M--	200	added ('OK')	image/png	etag:%22123c45-594dee73c29c4%22	https://themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-pic1.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/uploads/2019/10/steak2-home-pic1.png	(from https://themes.muffingroup.com/be/steak2/)
00:05:33	11968/11968	---M--	200	added ('OK')	application/x-font-ttf	etag:%222ec0-594db13fdd384%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:34	13691/13691	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22357b-594db13fdd384%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:35	326/326	---M--	200	added ('OK')	text/html	etag:%22146-594db13fe40e3%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:36	326/326	---M--	200	added ('OK')	text/html	etag:%22146-594db13fe40e3%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:37	70/70	---M--	200	added ('OK')	image/png	etag:%2246-594db140d254f%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:38	70/70	---M--	200	added ('OK')	image/png	etag:%2246-594db13fe6023%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:39	70/70	---M--	200	added ('OK')	image/png	etag:%2246-594db140d254f%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:40	71/71	---M--	200	added ('OK')	image/png	etag:%2247-594db13fe7f63%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:41	90/90	---M--	200	added ('OK')	image/png	etag:%225a-594db13fe7f63%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:42	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-594db140d254f%22	https://themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/067aa.css)
00:05:44	125568/125568	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221ea80-5c884efb91bc9%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/fonts/mfn/icons.eot?31690507	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/fonts/mfn/icons4cdc.eot	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:45	81448/81448	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2213e28-5c884efb91bc9%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/fonts/mfn/icons.woff?31690507	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/fonts/mfn/icons4cdc.woff	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:47	125396/125396	---M--	200	added ('OK')	application/x-font-ttf	etag:%221e9d4-5c884efb91bc9%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/fonts/mfn/icons.ttf?31690507	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/fonts/mfn/icons4cdc.ttf	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:48	185810/185810	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222d5d2-5c884efb91bc9%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/fonts/mfn/icons.svg?31690507	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/fonts/mfn/icons4cdc.svg	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:48	972/972	---M--	200	added ('OK')	image/png	etag:%223cc-5c884efa70ae0%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/stripes/stripes_5_b.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/stripes/stripes_5_b.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:49	974/974	---M--	200	added ('OK')	image/png	etag:%223ce-5c884efa70ae0%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/stripes/stripes_3_b.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/stripes/stripes_3_b.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:50	404/404	---M--	200	added ('OK')	image/gif	etag:%22194-5c884efa6fb40%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/preloader.gif	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/preloader.gif	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:51	108/108	---M--	200	added ('OK')	image/png	etag:%226c-5c884efa71a80%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/box_shadow.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/box_shadow.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:52	241/241	---M--	200	added ('OK')	image/png	etag:%22f1-5c884efa70ae0%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/blog_masonry_tile_gradient.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/blog_masonry_tile_gradient.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:53	2338/2338	---M--	200	added ('OK')	image/png	etag:%22922-5c884efa67e41%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/timeline_right.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/timeline_right.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:54	1168/1168	---M--	200	added ('OK')	image/png	etag:%22490-5c884efa67e41%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/recent_comments.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/recent_comments.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:55	982/982	---M--	200	added ('OK')	image/png	etag:%223d6-5c884efa70ae0%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/stripes/stripes_10_w.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/stripes/stripes_10_w.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:56	966/966	---M--	200	added ('OK')	image/png	etag:%223c6-5c884efa71a80%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/videomask.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/videomask.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
00:05:56	118/118	---M--	200	added ('OK')	image/png	etag:%2276-5c884efa70ae0%22	https://themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/stripes/textline_dark.png	C:/Users/kiwele/Desktop/restaurant/themes.muffingroup.com/be/steak2/wp-content/themes/betheme/images/stripes/textline_dark.png	(from https://themes.muffingroup.com/be/steak2/wp-content/cache/minify/2caf7.css)
